missionId,enrichmentId,promptVersion,verdict,nb_ok,nb_questionable,nb_wrong,nb_missing,wrong_values,missing_values,failure_patterns,summary,durationMs,totalTokens
bad027b3-a34f-4c1c-9992-c8fc02db6e41,236a5894-5f00-4e66-a53b-4276db15f97a,v2,approved,13,1,0,0,,,domaine secondaire discuté,"Les classifications sont globalement correctes et bien justifiées par le texte de la mission. Le domaine principal 'sport_animation' est approprié, tandis que 'social_solidarite' est plausible mais secondaire. Les autres classifications correspondent bien aux activités décrites, au cadre du service civique, et aux compétences mobilisées.",9773,6685
daae6846-7419-4f79-9f13-582b6f928c0a,82237005-a6de-4d7e-94e7-ede7e53782d0,v2,approved,14,0,0,0,,,,"Les classifications sont globalement très cohérentes avec le texte de la mission. Le domaine principal est correctement identifié comme sport_animation avec un complément gestion_projet pertinent. Le secteur d'activité, les compétences ROME, l'intention d'engagement et la formation ONISEP sont bien alignés avec les tâches décrites. Le type de mission temps_plein est justifié par la durée et le volume horaire. Aucune erreur majeure ou valeur manquante manifeste n'a été détectée.",12341,6663
5a3b4105-aee6-4612-9c4f-8992577306e5,ac1c8871-8056-46c3-bd1c-ba05b9f66be4,v2,flagged_major,5,1,2,2,type_mission.temps_plein|formation_onisep.social_sante_sport,formation_onisep.environnement_nature_sciences|type_mission.ponctuelle,type_mission mal évalué|formation_onisep inadaptée|cadre_engage non justifié clairement,"La classification du domaine, secteur d'activité, compétences et engagement en transmission est correcte et bien justifiée. Cependant, la classification du type de mission en 'temps_plein' est incorrecte car la mission ne dure que 10 heures au total, ce qui correspond à une mission ponctuelle. La classification 'cadre_engage' est discutable car bien que la mission soit en service civique avec tutorat, la courte durée et le faible niveau d'organisation ne justifient pas clairement un cadre très structuré. Enfin, la formation ONISEP 'social_sante_sport' est inadaptée au contenu centré sur l'apiculture et l'environnement ; il faudrait plutôt 'environnement_nature_sciences'. Ces erreurs sont significatives et justifient un verdict 'flagged_major'.",9510,6509
b47b4245-6ee5-4877-99c4-e4b188d85431,080bc51d-90d7-4912-a033-8d0e9840b20c,v2,approved,9,0,0,0,,,,"Les classifications sont globalement cohérentes et bien justifiées par le texte de la mission. Le domaine social_solidarite est adapté au contenu centré sur l'accompagnement social des résidents. Les intentions d'engagement reflètent bien les actions d'aide directe, animation, transmission et cadre structuré. Le secteur d'activité santé_social_aide_personne correspond au contexte EHPAD. Le type de mission régulière est conforme à la durée et au rythme. La formation_onisep social_sante_sport est pertinente. Aucune erreur majeure ou valeur manquante détectée.",7416,6006
26797d88-23f2-4e4c-942c-1eb1530771d4,da6bb045-cec8-4694-b084-3a13000afaa7,v2,approved,13,0,0,0,,,,"Les classifications sont globalement cohérentes et bien justifiées par le texte. La mission combine un accompagnement social et une transmission de compétences numériques, ce qui justifie les domaines social_solidarite et education_transmission. Le secteur numérique et social est bien pris en compte. Les intentions d'engagement reflètent l'aide directe, la transmission, le cadre structuré et le support organisationnel. Le type de mission régulière est conforme à la durée et au rythme. Les formations ONISEP sont pertinentes. Aucune erreur majeure détectée.",6499,6267
4f45fbf0-9595-4f98-a8b2-687975b18747,1668745b-f0eb-45a0-a4d2-491ac55fc7a9,v2,approved,14,0,0,0,,,,"Les classifications proposées sont cohérentes et bien justifiées par le texte de la mission. Le domaine principal est correctement identifié comme culture_arts avec une dimension education_transmission pertinente. Le secteur d'activité, le type de mission, les compétences ROME, l'intention d'engagement et les domaines de formation ONISEP correspondent précisément aux tâches et objectifs décrits. Aucune erreur ou omission majeure n'a été détectée.",8395,6582
fff41817-0464-4998-9446-1f5763f25fd7,2ef6b3e8-a7d6-4b57-bb2f-c09e290aadda,v2,approved,14,0,0,0,,,,"Les classifications sont globalement très cohérentes et bien justifiées par le texte de la mission. Les domaines environnement et éducation sont correctement combinés, les secteurs d'activité reflètent les tâches pratiques et pédagogiques, et les intentions d'engagement correspondent aux actions terrain, animation et cadre structuré. Aucun élément majeur n'est erroné ou manquant.",6837,6961
3ca0926a-e229-4cb5-a882-455d6a7b7fd2,4d323e5f-6d33-4cc1-9c6d-289c6f1ab1d6,v2,approved,13,0,0,0,,,,"Les classifications sont toutes cohérentes avec le texte de la mission. Le domaine principal est bien environnement_nature avec une forte dimension d'éducation et transmission. Le secteur d'activité reflète à la fois l'environnement et l'animation éducative. Le type de mission régulière est justifié par la durée et le volume horaire. Les compétences ROME et intentions d'engagement correspondent précisément aux activités décrites, incluant communication, animation, organisation et action terrain. Les formations ONISEP retenues sont pertinentes au regard des tâches pédagogiques et environnementales. Aucune erreur ou omission majeure n'a été détectée.",7606,6150
73750d09-ba1d-404f-ab80-cbfae1829821,6490e5ab-0679-4ec5-af8a-9d2e4b57b98d,v2,flagged_major,10,1,1,1,type_mission.temps_plein,type_mission.reguliere,type_mission mal évalué|cadre_engage incertain,"La classification est globalement pertinente sur les domaines, secteur, compétences et intentions d'engagement. Cependant, la classification du type de mission en 'temps plein' est incorrecte car le volume horaire total est faible sur une longue période, ce qui correspond plutôt à une mission régulière. L'utilisation de 'cadre_engage' est discutable mais plausible. Il est recommandé de corriger le type de mission en 'régulière' pour refléter correctement la durée et le volume horaire.",9593,6443
2257b7de-d87d-4cdc-968a-82b8be5ae88d,44358f41-af2f-4898-84f7-031b10be7379,v2,approved,11,0,0,0,,,,"Les classifications sont toutes conformes au texte de la mission et respectent les règles de classification. Le domaine social_solidarite est justifié par l'accompagnement et la lutte contre l'isolement des seniors. Le secteur sante_social_aide_personne correspond aux activités en EHPAD. Le type de mission temps_plein est correct pour 28h/semaine sur plusieurs mois. Les compétences management_social_soin et cooperation_organisation_soft_skills reflètent bien les tâches d'accompagnement et d'organisation. Les intentions d'engagement (aide_directe, animation, transmission, support_organisation, cadre_engage) sont toutes justifiées par les activités et le cadre du service civique. La formation_onisep social_sante_sport est adaptée au contexte et aux activités décrites.",8682,6440
ed081198-c7f2-41e2-8e38-6af739349817,d36e1c23-857d-4155-baf1-76f6faf9e859,v2,approved,11,0,0,0,,,,"Les classifications sont globalement cohérentes et bien justifiées par le texte de la mission. Le domaine social_solidarite est adapté au contenu centré sur l'accompagnement des seniors et la lutte contre l'isolement. Le secteur santé_social_aide_personne correspond aux tâches d'aide et d'accompagnement en EHPAD. Le type de mission régulière est conforme à la durée et au rythme. Les compétences ROME mobilisées reflètent l'accompagnement social et l'organisation d'animations. Les intentions d'engagement couvrent bien l'aide directe, l'animation, la transmission, le support organisationnel et le cadre structuré du service civique. La formation ONISEP social_sante_sport est pertinente. Aucune erreur majeure détectée.",9701,6324
b7d619e1-20a0-459e-91d8-0858e716d43e,84ffe488-f046-4e06-8b27-ebe990847e66,v2,approved,16,0,1,0,competence_rome.communication_creation_numerique,,competence_rome communication_creation_numerique non justifié,"Les classifications sont globalement correctes et bien justifiées par le texte de la mission. La seule erreur notable est la présence injustifiée de la compétence ROME 'communication_creation_numerique' qui n'est pas soutenue par les éléments de la description. Tous les autres domaines, secteurs, intentions d'engagement et formations ONISEP correspondent précisément aux activités et objectifs décrits.",25141,7038
c1c9cecd-7954-40bd-8c3b-278f672ee1da,e42384ef-2ddb-4636-9e0a-cb044a776669,v2,flagged_minor,16,2,0,0,,,secteur_activite discutable|engagement_intent aide_directe discutable,"Les classifications sont globalement pertinentes et bien justifiées par le texte de la mission. Le domaine principal sport_animation est correct, complété par social_solidarite, environnement_nature et education_transmission qui reflètent bien les différentes dimensions de la mission. Le secteur d'activité sante_social_aide_personne est discutable car la mission est surtout sportive et d'animation, cette valeur est plausible mais pas évidente. L'engagement aide_directe est aussi discutable car l'aide directe au sens social ou soin est limitée, même si un contact direct avec les pratiquants existe. Ces deux points justifient un verdict flagged_minor, sans impact majeur sur la compréhension globale.",10051,7050
dbe2ed53-8db4-4706-982b-47ec1c07183e,44e6726b-9127-4f60-b48b-63da585a429d,v2,approved,15,0,0,0,,,,"Les classifications sont globalement cohérentes et bien justifiées par le texte de la mission. Le domaine principal est correctement identifié comme culture_arts, avec des compléments pertinents en education_transmission et gestion_projet. Les secteurs d'activité, compétences, intentions d'engagement et formations ONISEP correspondent précisément aux tâches décrites, sans erreurs ni omissions manifestes.",10239,6374
451bd700-45aa-4f6c-8d69-d5dfd1ae726a,98b06afd-7b7a-4539-b17a-951194b2793b,v2,approved,10,2,0,0,,,domaine secondaire discutable|engagement_intent transmission incertain,Les classifications sont globalement correctes et bien justifiées par le texte. Le domaine principal social_solidarite est approprié. L'inclusion du domaine sante_soins est discutable car la mission ne porte pas sur des soins ou accompagnement médico-social direct. L'intention d'engagement transmission est peu claire et pourrait être omise. Les autres classifications sont conformes aux règles et au contenu de la mission.,7304,6358
6f526885-e1dd-4db1-b54e-abba3575402c,4ac7151a-2ede-414e-8103-ebaffab888d0,v2,approved,16,0,0,0,,,,"Les classifications sont globalement très cohérentes et bien justifiées par le texte de la mission. Le domaine principal est correctement identifié comme international humanitaire avec des compléments pertinents en éducation et gestion de projet. Le secteur d'activité, les compétences ROME, l'intention d'engagement, la région internationale et la formation ONISEP sont tous en adéquation avec les tâches décrites et le contexte. Le type de mission à temps plein est également justifié par la durée et le volume horaire. Aucune erreur ou omission majeure n'a été détectée.",7739,6600
56cd1dfd-26b9-47aa-88a1-45f0ce325700,8d28e64d-f6fc-48bf-a932-299ef6099505,v2,approved,12,0,0,0,,,,"Les classifications sont toutes cohérentes avec la description de la mission. Le domaine principal est bien culturel avec une forte composante d'éducation et de transmission. Le secteur d'activité reflète à la fois l'éducation et la culture. Le type de mission régulière est justifié par la durée et le volume horaire. Les compétences ROME et intentions d'engagement correspondent précisément aux tâches décrites (animation, transmission, support organisationnel, communication numérique). Les formations ONISEP sont également bien alignées avec les activités pédagogiques et numériques. Aucune erreur ou omission majeure n'a été détectée.",6801,6093
70d52df4-31ad-488a-a85b-721265744ac8,40bf9055-3cc6-473e-b0db-d42a45d9cb6f,v2,approved,10,0,0,0,,,,"Les classifications sont toutes cohérentes avec le texte de la mission. Le domaine social et solidarité est bien justifié par l'accompagnement des personnes âgées et la lutte contre l'isolement. Les intentions d'engagement (aide directe, animation, transmission, cadre engagé) correspondent aux activités décrites. Le secteur d'activité, les compétences ROME, le type de mission et la formation ONISEP sont également correctement attribués.",6256,6109
b0da2b54-2259-434f-8444-3c9fd8d2b6f4,8bf1aa51-99c7-4548-be20-01b94f72a5a7,v2,approved,15,0,0,0,,,,"Les classifications proposées sont cohérentes et bien justifiées par le texte de la mission. La mission est clairement centrée sur l'accompagnement social, la transmission éducative et l'animation culturelle, dans un cadre structuré de service civique. Les secteurs, compétences, intentions d'engagement et formations ONISEP sont correctement identifiés et complémentaires. Aucune erreur majeure ou omission manifeste n'a été détectée.",12441,6624
7060c712-a4a9-4f43-9bd5-a7ff1aa0f40d,03bb42b0-542a-436e-bced-7a264fb24c7e,v2,approved,13,0,0,0,,,,"Les classifications sont globalement très cohérentes et bien justifiées par le texte de la mission. La double classification du domaine en sécurité/défense et éducation/transmission est pertinente compte tenu des tâches de formation et de secours. Le secteur d'activité, le type de mission, les compétences ROME, l'intention d'engagement et les domaines ONISEP sont tous en adéquation avec la description et le contexte institutionnel. Aucune erreur majeure ou valeur manquante n'a été détectée.",8059,6056
245bbff4-eee2-467b-ac5e-5c6e0a498db2,1345d79c-6d60-4b5c-8e77-1c4665c9500c,v2,flagged_minor,9,5,0,0,,,domaine secondaire ambigu|secteur_activite secondaire discutable|engagement_intent cadre_engage non justifié clairement,"Les classifications sont globalement cohérentes avec la mission qui porte principalement sur la promotion et l'animation autour du judo, avec une forte dimension communication et développement de publics. Le domaine principal sport_animation est correct. La présence de social_solidarite et sante_social_aide_personne est plausible mais moins centrale, car l'accompagnement social est indirect. L'engagement cadre_engage est discutable car le cadre institutionnel n'est pas fortement structuré malgré le service civique. Ces points mineurs justifient un verdict flagged_minor.",20929,6573
9259eec8-2f08-4e1b-9cdc-0a779659cb0a,58fa64f6-9fea-4328-a8a2-1efe61254ffa,v2,approved,14,0,0,0,,,,"Les classifications proposées sont toutes cohérentes avec le texte de la mission et respectent les règles de classification. La mission est bien centrée sur la sensibilisation et la transmission dans le domaine de l'environnement, avec des compétences et intentions d'engagement correctement identifiées. Le type de mission est également bien évalué comme régulière.",8486,6819
b69c0789-b620-4312-82f6-a966a5c8960b,05363a8c-5dd1-4c10-aaef-c037e7e98576,v2,approved,13,0,0,0,,,,"Les classifications sont globalement cohérentes et bien justifiées par le texte de la mission. Le domaine principal est correctement identifié comme culture_arts et education_transmission, reflétant l'organisation d'événements culturels et la médiation scientifique. Le secteur d'activité, le type de mission, les compétences ROME, les intentions d'engagement et les formations ONISEP sont en adéquation avec les tâches décrites. La prise en compte du cadre structuré du service civique est pertinente. Aucune erreur majeure ou valeur manquante n'a été détectée.",7663,6334
8e0e7914-6ee3-441d-b8b4-6b79790e7c79,960ef1ce-95aa-44bb-bf96-19e2a54b3d64,v2,approved,12,0,0,0,,,,"Les classifications sont globalement correctes et bien justifiées par le texte de la mission. Le domaine social_solidarite est prioritaire, complété par education_transmission pour les activités pédagogiques. Le secteur, type de mission, compétences, intentions d'engagement et formations ONISEP sont cohérents avec la description et les objectifs de la mission.",7817,6005
20c78f8c-02d5-4f78-bc60-bb8c604fb7d3,2bd403c8-f440-4caa-8d8c-c8ce16d59196,v2,approved,13,0,0,0,,,,"Les classifications sont globalement très cohérentes et bien justifiées par le texte de la mission. Le domaine principal est correctement identifié comme environnement et éducation/transmission. Le secteur d'activité reflète à la fois l'environnement et la gestion. Le type de mission est bien évalué comme régulière. Les compétences ROME couvrent la gestion, la coopération et la communication, en accord avec les tâches décrites. L'intention d'engagement est bien répartie entre transmission, support organisationnel et cadre structuré. Les formations ONISEP sont pertinentes au regard des activités et du contexte. Aucune erreur majeure n'a été détectée.",7960,6643
c18edf63-76ef-412f-9092-1a952cb23c1c,95404ca1-72cf-4316-8a60-3675646531af,v2,approved,14,0,0,0,,,,"Les classifications sont globalement correctes et bien justifiées par le texte de la mission. La mission est clairement centrée sur la transmission pédagogique en environnement, avec une dimension d'animation et de collaboration. Le cadre de service civique est bien pris en compte. Aucune erreur majeure détectée.",5563,6533
338f8e40-1945-462e-a1a3-a80d85e3489b,ab725e97-c1e3-4b22-b8be-1910cacc5ddc,v2,approved,13,0,0,0,,,,"Les classifications sont globalement cohérentes et bien justifiées par le texte de la mission. La double attribution du domaine social_solidarite et education_transmission est pertinente compte tenu des tâches d'accompagnement social et de transmission éducative. Le secteur, type de mission, compétences, intentions d'engagement et domaines de formation ONISEP correspondent précisément aux activités décrites. Aucun élément majeur erroné ou manquant n'a été détecté.",7458,6798
ac5469ef-18ee-4339-abac-47bd80a5f180,e13bc00e-b0dd-4dd8-93a0-f18151cdf6be,v2,flagged_minor,9,0,1,0,type_mission.temps_plein,,type_mission mal évalué,La classification est globalement correcte et bien justifiée. La seule erreur notable concerne le type de mission : le volume horaire total (24-30h sur plusieurs mois) correspond à une mission régulière et non à temps plein. Les autres classifications sont conformes aux règles et au contenu de la mission.,6603,5981
967c8de1-ba07-4453-973c-cb66c19592b1,549e93b1-5142-46a6-9489-4a96ba23f20a,v2,approved,10,0,0,0,,,,"Toutes les classifications sont conformes au texte de la mission et respectent les règles données. Le domaine social_solidarite est justifié par l'accompagnement des personnes en situation de handicap. Le secteur d'activité sante_social_aide_personne correspond bien à l'aide aux personnes vulnérables. Le type de mission temps_plein est cohérent avec la durée et le volume horaire. Les intentions d'engagement (aide_directe, animation, support_organisation, cadre_engage) reflètent les différentes facettes de la mission. La compétence management_social_soin est adaptée à l'accompagnement humain. La formation_onisep social_sante_sport est pertinente. La localisation en Europe est correcte.",5719,6351
78fed800-a36d-4294-9200-7ec28d2dba72,40f53269-35d5-4467-88b0-d018aaa621b1,v2,flagged_major,8,2,2,1,type_mission.temps_plein|engagement_intent.cadre_engage,type_mission.ponctuelle,type_mission mal évalué|cadre_engage non justifié|domaine gestion_projet surévalué,"La classification du domaine environnement_nature est correcte, ainsi que le secteur d'activité et les compétences liées au terrain et à la coopération. Cependant, la classification 'gestion_projet' comme domaine principal est discutable car la mission est surtout terrain. La classification du type de mission en 'temps_plein' est incorrecte vu le faible volume horaire total, une classification 'ponctuelle' serait plus adaptée. La compétence 'gestion_pilotage_juridique' est discutable mais pas clairement fausse. L'intention d'engagement 'cadre_engage' n'est pas justifiée par le texte, le service civique ne suffit pas à elle seule. Ces erreurs majeures justifient un verdict 'flagged_major'.",8210,6652
78810de1-1d09-4a10-b258-9e1eb1132792,842e9d48-09fe-48aa-9e7d-8babc2114036,v2,approved,12,1,0,0,,,domaine multiple sans hiérarchie claire,"Les classifications sont globalement pertinentes et bien justifiées par le texte de la mission. Le domaine principal est correctement identifié comme social_solidarite, car la mission porte surtout sur l'organisation d'actions solidaires et la mobilisation autour d'une cause sociale. La présence de sante_soins est discutable car la mission ne décrit pas d'activités de soin ou d'accompagnement médico-social direct. Les autres classifications sectorielles, compétences, intentions d'engagement et formations ONISEP sont cohérentes avec les tâches d'organisation, communication, animation et sensibilisation décrites. Le type de mission régulière est bien adapté à la durée et au rythme indiqué.",7336,6410
3de7c9ac-603b-453f-bd87-cd59619e4a57,3ee54d30-bc03-4d5c-94f3-3b3f2ca482be,v2,flagged_major,9,2,2,1,domaine.gestion_projet|engagement_intent.support_organisation,engagement_intent.animation,domaine mal attribué|engagement_intent mal interprété|formation_onisep bien prise en compte,"La classification du domaine 'gestion_projet' est incorrecte car la mission est centrée sur l'accompagnement direct des usagers dans leurs démarches numériques, relevant plutôt du domaine 'social_solidarite'. L'intention d'engagement 'support_organisation' est également inadaptée, la mission impliquant une aide directe et une transmission. Les autres classifications sont globalement correctes ou plausibles. Une valeur d'engagement 'animation' pourrait être envisagée mais n'est pas clairement justifiée par le texte.",11083,6318
dcdb1a9d-e423-4898-b27e-0c3972e83c5f,4f9c3fe5-1136-4c54-88a8-d63b4caae761,v2,flagged_major,7,0,4,4,domaine.gestion_projet|secteur_activite.gestion_commerce_organisation|competence_rome.gestion_pilotage_juridique|engagement_intent.support_organisation,domaine.social_solidarite|secteur_activite.sante_social_aide_personne|competence_rome.management_social_soin|engagement_intent.aide_directe,domaine mal attribué|secteur_activite incorrect|engagement_intent mal interprété,"La mission est une médiation numérique d'accompagnement direct des usagers dans leurs démarches administratives en ligne, ce qui relève principalement du domaine social_solidarite et du secteur sante_social_aide_personne. La classification actuelle privilégie à tort la gestion de projet et la gestion/commerce, ce qui ne correspond pas aux tâches décrites. L'intention d'engagement principale est aide_directe et transmission, non support organisation. Plusieurs compétences ROME sont correctes, mais la compétence gestion_pilotage_juridique est inadaptée. Il manque donc des classifications clés liées à l'accompagnement social et à l'aide directe.",11509,6493
ba5ef551-dc1b-49ca-aae5-8f2bb25601d5,2dfaed78-4c93-4982-a7ba-208c4aba6793,v2,approved,12,1,1,0,domaine.gestion_projet,,domaine trop large|engagement_intent support_organisation discutable,"La classification est globalement correcte et bien justifiée par le texte de la mission. Le domaine principal est social_solidarite, car la mission porte sur l'accompagnement direct des usagers étrangers. La valeur gestion_projet est incorrecte car la mission ne décrit pas une coordination ou pilotage de projet. L'intention d'engagement support_organisation est discutable mais plausible, car la mission inclut un rôle d'intermédiaire, sans que ce soit la tâche principale. Les autres classifications sont pertinentes et conformes aux règles.",10106,6598
07c41c85-0fa5-48d6-941f-5b21957f71c2,7e9e3c4b-850c-4d43-97f9-16eab1aef2c1,v2,flagged_major,9,0,4,1,domaine.social_solidarite|competence_rome.management_social_soin|secteur_activite.sante_social_aide_personne|formation_onisep.social_sante_sport,competence_rome.securite_environnement_action_publique,domaine mal attribué (social au lieu d'environnement)|competence_rome inadaptée (social_soin pour animaux)|formation_onisep inadaptée (social_sante_sport pour mission animale),"La mission porte principalement sur la protection animale, les soins aux animaux et la sensibilisation à la nature et à la biodiversité. Le domaine principal doit être environnement_nature et non social_solidarite, car le public n'est pas humain. De même, les compétences et secteurs liés à la santé et au social humain sont inadaptés ici. La compétence securite_environnement_action_publique est manquante et pertinente. La classification du type de mission, de l'engagement et de la formation environnementale est correcte.",9920,6140
0f8a9950-aac4-4381-9b17-5937d272f0c7,df6acff2-4b49-434b-90be-5795bcee9c2e,v2,flagged_major,7,1,3,2,competence_rome.management_social_soin|engagement_intent.cadre_engage|type_mission.temps_plein,competence_rome.securite_environnement_action_publique|engagement_intent.aide_directe,competence_rome mal attribuée|type_mission mal évalué|cadre_engage non justifié,"La classification du domaine, secteur d'activité, engagement transmission, animation et action terrain est correcte et bien justifiée. Cependant, la compétence ROME 'management_social_soin' est inadaptée, la mission relève plutôt de 'securite_environnement_action_publique'. Le type de mission est erroné : 24-30h sur 6 mois correspond à une mission régulière, pas temps plein. L'intention 'cadre_engage' n'est pas justifiée par le contexte associatif et la description. Le support organisation est plausible mais discutable. Il manque la compétence ROME liée à la protection de l'environnement et potentiellement l'intention d'aide directe au public. Ces erreurs sont significatives et justifient un verdict 'flagged_major'.",12766,7658
640f1b71-9088-465c-8964-8d2314ac444c,f52f7678-d587-4ad3-aa84-3e46965f8be9,v2,approved,13,0,0,0,,,,"Les classifications sont globalement cohérentes et bien justifiées par le texte de la mission. Le domaine principal est correctement identifié comme sport_animation avec une dimension éducative. Le secteur, le type de mission, les compétences, les intentions d'engagement, la région internationale et les formations ONISEP sont tous pertinents et conformes aux règles. Aucune erreur majeure ou omission manifeste n'a été détectée.",8921,6434
c11c26b5-a8bf-4443-8b3e-bf629473bf7f,0a68ebf1-783d-4a12-b5a7-507a69be87a1,v2,approved,13,0,0,0,,,,"Les classifications sont globalement cohérentes et bien justifiées par le texte de la mission. La double dimension sport et éducation est correctement prise en compte, ainsi que le cadre structuré du service civique et la localisation internationale. Aucun élément majeur erroné ou manquant n'a été détecté.",16707,6404
c795ca9d-97b9-4187-bd00-66810ba5e258,5b3aede0-9efe-4846-a945-bdcdcc631859,v2,approved,14,0,0,0,,,,"Les classifications sont globalement cohérentes et bien justifiées par le texte de la mission. Le domaine principal est correctement identifié comme culture_arts et education_transmission, reflétant la nature culturelle et pédagogique de la mission. Le secteur d'activité, le type de mission, les compétences ROME, l'intention d'engagement et les domaines de formation ONISEP sont tous pertinents et conformes aux règles. Aucune erreur majeure ni valeur manquante n'a été détectée.",8928,6654
